lg,item,syn,sentence,condition,headn,attn,verbn,model_type,attention_entropy,attention_diff
russian,38,0,Удары в колени для юных неопытных борцов были болезненными,PL-PL-PL,PL,PL,PL,gpt2,1.2559688,0.2442186008454991
russian,39,0,Цена на продукт из-за плохого качества сырья была низкой,SG-SG-SG,SG,SG,SG,gpt2,1.1705873,0.27872195500252667
russian,39,0,Цена на продукт из-за плохого качества сырья были низкими,SG-SG-PL,SG,SG,PL,gpt2,1.2603328,0.261089843726899
russian,39,0,Цена на продукты из-за плохого качества сырья была низкой,SG-PL-SG,SG,PL,SG,gpt2,1.167546,0.2790194217357117
russian,39,0,Цена на продукты из-за плохого качества сырья были низкими,SG-PL-PL,SG,PL,PL,gpt2,1.2924421,0.23696149872660807
russian,39,0,Цены на продукт из-за плохого качества сырья была низкой,PL-SG-SG,PL,SG,SG,gpt2,1.1838735,0.2958712211205049
russian,39,0,Цены на продукт из-за плохого качества сырья были низкими,PL-SG-PL,PL,SG,PL,gpt2,1.1824753,0.28574257915766754
russian,39,0,Цены на продукты из-за плохого качества сырья была низкой,PL-PL-SG,PL,PL,SG,gpt2,1.1806294,0.29529945915843103
russian,39,0,Цены на продукты из-за плохого качества сырья были низкими,PL-PL-PL,PL,PL,PL,gpt2,1.2004731,0.26711160465109296
russian,40,0,Штраф за прогул в целях воспитания сотрудников был введён,SG-SG-SG,SG,SG,SG,gpt2,0.97122365,0.30820810757589245
russian,40,0,Штраф за прогул в целях воспитания сотрудников были введены,SG-SG-PL,SG,SG,PL,gpt2,1.1186788,0.2679029645800843
russian,40,0,Штраф за прогулы в целях воспитания сотрудников был введён,SG-PL-SG,SG,PL,SG,gpt2,1.01255,0.3190298843947901
russian,40,0,Штраф за прогулы в целях воспитания сотрудников были введены,SG-PL-PL,SG,PL,PL,gpt2,1.1795791,0.24932861363213193
russian,40,0,Штрафы за прогул в целях воспитания сотрудников был введён,PL-SG-SG,PL,SG,SG,gpt2,1.0495659,0.2614998728041886
russian,40,0,Штрафы за прогул в целях воспитания сотрудников были введены,PL-SG-PL,PL,SG,PL,gpt2,1.1286687,0.23684993073473404
russian,40,0,Штрафы за прогулы в целях воспитания сотрудников был введён,PL-PL-SG,PL,PL,SG,gpt2,1.0938839,0.2799887770859334
russian,40,0,Штрафы за прогулы в целях воспитания сотрудников были введены,PL-PL-PL,PL,PL,PL,gpt2,1.2274015,0.23621821259015158
russian,41,1,Аргумент против обвинения для адвоката пострадавшей стороны был сокрушительным,SG-SG-SG,SG,SG,SG,gpt2,1.2119458,0.30801070090962435
russian,41,1,Аргумент против обвинения для адвоката пострадавшей стороны были сокрушительными,SG-SG-PL,SG,SG,PL,gpt2,1.354448,0.2157471784162543
russian,41,1,Аргумент против обвинений для адвоката пострадавшей стороны был сокрушительным,SG-PL-SG,SG,PL,SG,gpt2,1.2027417,0.3047710319990919
russian,41,1,Аргумент против обвинений для адвоката пострадавшей стороны были сокрушительными,SG-PL-PL,SG,PL,PL,gpt2,1.3437846,0.22867027417464508
russian,41,1,Аргументы против обвинения для адвоката пострадавшей стороны был сокрушительным,PL-SG-SG,PL,SG,SG,gpt2,1.2856013,0.28990502647774713
russian,41,1,Аргументы против обвинения для адвоката пострадавшей стороны были сокрушительными,PL-SG-PL,PL,SG,PL,gpt2,1.2354496,0.27255740455760624
russian,41,1,Аргументы против обвинений для адвоката пострадавшей стороны был сокрушительным,PL-PL-SG,PL,PL,SG,gpt2,1.2741663,0.2855937031501263
russian,41,1,Аргументы против обвинений для адвоката пострадавшей стороны были сокрушительными,PL-PL-PL,PL,PL,PL,gpt2,1.2273818,0.27213523664086364
russian,42,1,Видеозапись с лекции для пропустивших занятия студентов была содержательной,SG-SG-SG,SG,SG,SG,gpt2,1.1394417,0.34926967804129755
russian,42,1,Видеозапись с лекции для пропустивших занятия студентов были содержательными,SG-SG-PL,SG,SG,PL,gpt2,1.2096596,0.3002765240532383
russian,42,1,Видеозапись с лекций для пропустивших занятия студентов была содержательной,SG-PL-SG,SG,PL,SG,gpt2,1.1365873,0.34680587311700545
russian,42,1,Видеозапись с лекций для пропустивших занятия студентов были содержательными,SG-PL-PL,SG,PL,PL,gpt2,1.2052428,0.2989572544942689
russian,42,1,Видеозаписи с лекции для пропустивших занятия студентов была содержательной,PL-SG-SG,PL,SG,SG,gpt2,1.1831219,0.34399083699924227
russian,42,1,Видеозаписи с лекции для пропустивших занятия студентов были содержательными,PL-SG-PL,PL,SG,PL,gpt2,1.1899807,0.31865768582665804
russian,42,1,Видеозаписи с лекций для пропустивших занятия студентов была содержательной,PL-PL-SG,PL,PL,SG,gpt2,1.1736434,0.3494607231117878
russian,42,1,Видеозаписи с лекций для пропустивших занятия студентов были содержательными,PL-PL-PL,PL,PL,PL,gpt2,1.1852158,0.3181728295955446
russian,43,1,Вывод из поражения из-за тщательного анализа ситуации был верным,SG-SG-SG,SG,SG,SG,gpt2,1.0930921,0.3249850393145972
russian,43,1,Вывод из поражения из-за тщательного анализа ситуации были верными,SG-SG-PL,SG,SG,PL,gpt2,1.1848625,0.28257054200759396
russian,43,1,Вывод из поражений из-за тщательного анализа ситуации был верным,SG-PL-SG,SG,PL,SG,gpt2,1.0828387,0.32791837216820924
russian,43,1,Вывод из поражений из-за тщательного анализа ситуации были верными,SG-PL-PL,SG,PL,PL,gpt2,1.185673,0.2778064626069995
russian,43,1,Выводы из поражения из-за тщательного анализа ситуации был верным,PL-SG-SG,PL,SG,SG,gpt2,1.1362302,0.33765445208169076
russian,43,1,Выводы из поражения из-за тщательного анализа ситуации были верными,PL-SG-PL,PL,SG,PL,gpt2,1.0341241,0.33470679916935775
russian,43,1,Выводы из поражений из-за тщательного анализа ситуации был верным,PL-PL-SG,PL,PL,SG,gpt2,1.1213048,0.3406637771083765
russian,43,1,Выводы из поражений из-за тщательного анализа ситуации были верными,PL-PL-PL,PL,PL,PL,gpt2,1.0271537,0.3424999853380644
russian,44,1,Выдержка из книги для упрощения процесса запоминания была краткой,SG-SG-SG,SG,SG,SG,gpt2,1.0701954,0.34648041168739757
russian,44,1,Выдержка из книги для упрощения процесса запоминания были краткими,SG-SG-PL,SG,SG,PL,gpt2,1.1683393,0.31368568724740864
russian,44,1,Выдержка из книг для упрощения процесса запоминания была краткой,SG-PL-SG,SG,PL,SG,gpt2,1.062327,0.34355301634921936
russian,44,1,Выдержка из книг для упрощения процесса запоминания были краткими,SG-PL-PL,SG,PL,PL,gpt2,1.1613954,0.3139649394146109
russian,44,1,Выдержки из книги для упрощения процесса запоминания была краткой,PL-SG-SG,PL,SG,SG,gpt2,1.2408154,0.2918099775945865
russian,44,1,Выдержки из книги для упрощения процесса запоминания были краткими,PL-SG-PL,PL,SG,PL,gpt2,1.1540592,0.29565689785027427
russian,44,1,Выдержки из книг для упрощения процесса запоминания была краткой,PL-PL-SG,PL,PL,SG,gpt2,1.224604,0.28892768592022894
russian,44,1,Выдержки из книг для упрощения процесса запоминания были краткими,PL-PL-PL,PL,PL,PL,gpt2,1.1489033,0.2947728849907071
russian,45,1,Выписка из программы во время затянувшегося заседания была сделана,SG-SG-SG,SG,SG,SG,gpt2,1.047518,0.3258772018116809
russian,45,1,Выписка из программы во время затянувшегося заседания были сделаны,SG-SG-PL,SG,SG,PL,gpt2,1.1527045,0.30809608653082654
russian,45,1,Выписка из программ во время затянувшегося заседания была сделана,SG-PL-SG,SG,PL,SG,gpt2,1.0358129,0.3362231538652182
russian,45,1,Выписка из программ во время затянувшегося заседания были сделаны,SG-PL-PL,SG,PL,PL,gpt2,1.1497501,0.3078406083694151
russian,45,1,Выписки из программы во время затянувшегося заседания была сделана,PL-SG-SG,PL,SG,SG,gpt2,1.1917851,0.2804321279172073
russian,45,1,Выписки из программы во время затянувшегося заседания были сделаны,PL-SG-PL,PL,SG,PL,gpt2,1.1483686,0.3103559969596856
russian,45,1,Выписки из программ во время затянувшегося заседания была сделана,PL-PL-SG,PL,PL,SG,gpt2,1.1676834,0.3048756139532991
russian,45,1,Выписки из программ во время затянувшегося заседания были сделаны,PL-PL-PL,PL,PL,PL,gpt2,1.138577,0.31949466841335944
russian,46,1,Выход из ситуации для опытного школьного психолога был очевидным,SG-SG-SG,SG,SG,SG,gpt2,1.2094011,0.3530929169369003
russian,46,1,Выход из ситуации для опытного школьного психолога были очевидными,SG-SG-PL,SG,SG,PL,gpt2,1.259922,0.3204406368094593
russian,46,1,Выход из ситуаций для опытного школьного психолога был очевидным,SG-PL-SG,SG,PL,SG,gpt2,1.1935852,0.3534905908180317
russian,46,1,Выход из ситуаций для опытного школьного психолога были очевидными,SG-PL-PL,SG,PL,PL,gpt2,1.2432168,0.3305677787869506
russian,46,1,Выходы из ситуации для опытного школьного психолога был очевидным,PL-SG-SG,PL,SG,SG,gpt2,1.2657273,0.34226003715485603
russian,46,1,Выходы из ситуации для опытного школьного психолога были очевидными,PL-SG-PL,PL,SG,PL,gpt2,1.2614625,0.3334301023762183
russian,46,1,Выходы из ситуаций для опытного школьного психолога был очевидным,PL-PL-SG,PL,PL,SG,gpt2,1.2424858,0.3444157330450139
russian,46,1,Выходы из ситуаций для опытного школьного психолога были очевидными,PL-PL-PL,PL,PL,PL,gpt2,1.2481965,0.346748790178772
russian,47,1,Доска для афиши к ограде маленького театра была прибита,SG-SG-SG,SG,SG,SG,gpt2,1.1713381,0.30367108583086483
russian,47,1,Доска для афиши к ограде маленького театра были прибиты,SG-SG-PL,SG,SG,PL,gpt2,1.2210239,0.2779484560155723
russian,47,1,Доска для афиш к ограде маленького театра была прибита,SG-PL-SG,SG,PL,SG,gpt2,1.1648467,0.30065806248083504
russian,47,1,Доска для афиш к ограде маленького театра были прибиты,SG-PL-PL,SG,PL,PL,gpt2,1.2043577,0.28134176333532
russian,47,1,Доски для афиши к ограде маленького театра была прибита,PL-SG-SG,PL,SG,SG,gpt2,1.1530238,0.29185842788162936
russian,47,1,Доски для афиши к ограде маленького театра были прибиты,PL-SG-PL,PL,SG,PL,gpt2,1.1991029,0.28505952967010867
russian,47,1,Доски для афиш к ограде маленького театра была прибита,PL-PL-SG,PL,PL,SG,gpt2,1.1454878,0.2888491797876796
russian,47,1,Доски для афиш к ограде маленького театра были прибиты,PL-PL-PL,PL,PL,PL,gpt2,1.1857829,0.28777690735601064
russian,48,1,Задержка из-за наводнения из-за отсутствия достоверной информации была пугающей,SG-SG-SG,SG,SG,SG,gpt2,1.27021,0.2825515408200157
russian,48,1,Задержка из-за наводнения из-за отсутствия достоверной информации были пугающими,SG-SG-PL,SG,SG,PL,gpt2,1.4095347,0.23287238730004473
russian,48,1,Задержка из-за наводнений из-за отсутствия достоверной информации была пугающей,SG-PL-SG,SG,PL,SG,gpt2,1.267287,0.28470653565631593
russian,48,1,Задержка из-за наводнений из-за отсутствия достоверной информации были пугающими,SG-PL-PL,SG,PL,PL,gpt2,1.3957584,0.2404248048759084
russian,48,1,Задержки из-за наводнения из-за отсутствия достоверной информации была пугающей,PL-SG-SG,PL,SG,SG,gpt2,1.3527704,0.2606574625991656
russian,48,1,Задержки из-за наводнения из-за отсутствия достоверной информации были пугающими,PL-SG-PL,PL,SG,PL,gpt2,1.3374017,0.2524668296547771
russian,48,1,Задержки из-за наводнений из-за отсутствия достоверной информации была пугающей,PL-PL-SG,PL,PL,SG,gpt2,1.3407301,0.2641732071880882
russian,48,1,Задержки из-за наводнений из-за отсутствия достоверной информации были пугающими,PL-PL-PL,PL,PL,PL,gpt2,1.3316485,0.25497324513996744
russian,49,1,Зал для заседания по масштабам небольшого городка был громадным,SG-SG-SG,SG,SG,SG,gpt2,1.0533575,0.30730412540492014
russian,49,1,Зал для заседания по масштабам небольшого городка были громадными,SG-SG-PL,SG,SG,PL,gpt2,1.1566428,0.2567019064168278
russian,49,1,Зал для заседаний по масштабам небольшого городка был громадным,SG-PL-SG,SG,PL,SG,gpt2,1.0490177,0.3104321638361455
russian,49,1,Зал для заседаний по масштабам небольшого городка были громадными,SG-PL-PL,SG,PL,PL,gpt2,1.1275942,0.290164793679628
russian,49,1,Залы для заседания по масштабам небольшого городка был громадным,PL-SG-SG,PL,SG,SG,gpt2,1.1488504,0.2661980297820719
russian,49,1,Залы для заседания по масштабам небольшого городка были громадными,PL-SG-PL,PL,SG,PL,gpt2,1.1557049,0.24839845527488366
russian,49,1,Залы для заседаний по масштабам небольшого городка был громадным,PL-PL-SG,PL,PL,SG,gpt2,1.1412538,0.2698005516708349
russian,49,1,Залы для заседаний по масштабам небольшого городка были громадными,PL-PL-PL,PL,PL,PL,gpt2,1.1336137,0.26815852966785203
russian,50,1,Запчасть для иномарки по меркам современного автовладельца была старой,SG-SG-SG,SG,SG,SG,gpt2,1.3069236,0.2958163230073419
russian,50,1,Запчасть для иномарки по меркам современного автовладельца были старыми,SG-SG-PL,SG,SG,PL,gpt2,1.3291177,0.2720454154420944
russian,50,1,Запчасть для иномарок по меркам современного автовладельца была старой,SG-PL-SG,SG,PL,SG,gpt2,1.306115,0.2941854058520057
russian,50,1,Запчасть для иномарок по меркам современного автовладельца были старыми,SG-PL-PL,SG,PL,PL,gpt2,1.3097327,0.2819722927593571
russian,50,1,Запчасти для иномарки по меркам современного автовладельца была старой,PL-SG-SG,PL,SG,SG,gpt2,1.272599,0.2860383346294174
russian,50,1,Запчасти для иномарки по меркам современного автовладельца были старыми,PL-SG-PL,PL,SG,PL,gpt2,1.3343879,0.279366208709915
russian,50,1,Запчасти для иномарок по меркам современного автовладельца была старой,PL-PL-SG,PL,PL,SG,gpt2,1.2744029,0.2855846286965083
russian,50,1,Запчасти для иномарок по меркам современного автовладельца были старыми,PL-PL-PL,PL,PL,PL,gpt2,1.3199279,0.28497738275460555
russian,51,1,Исключение из правила на аккуратно свёрнутую шпаргалку было выписано,SG-SG-SG,SG,SG,SG,gpt2,1.0998459,0.3581781817175565
russian,51,1,Исключение из правила на аккуратно свёрнутую шпаргалку были выписаны,SG-SG-PL,SG,SG,PL,gpt2,1.2505687,0.26912988697668844
russian,51,1,Исключение из правил на аккуратно свёрнутую шпаргалку было выписано,SG-PL-SG,SG,PL,SG,gpt2,1.097792,0.35760446461370227
russian,51,1,Исключение из правил на аккуратно свёрнутую шпаргалку были выписаны,SG-PL-PL,SG,PL,PL,gpt2,1.2440634,0.27085496416951643
russian,51,1,Исключения из правила на аккуратно свёрнутую шпаргалку было выписано,PL-SG-SG,PL,SG,SG,gpt2,1.2310045,0.3156078057715297
russian,51,1,Исключения из правила на аккуратно свёрнутую шпаргалку были выписаны,PL-SG-PL,PL,SG,PL,gpt2,1.2019608,0.3218175320179463
russian,51,1,Исключения из правил на аккуратно свёрнутую шпаргалку было выписано,PL-PL-SG,PL,PL,SG,gpt2,1.216675,0.32169475864078095
russian,51,1,Исключения из правил на аккуратно свёрнутую шпаргалку были выписаны,PL-PL-PL,PL,PL,PL,gpt2,1.1969917,0.32888079263777426
russian,52,1,Истерика из-за оценки по мнению родителей девочки была бурной,SG-SG-SG,SG,SG,SG,gpt2,1.1958927,0.2730769851520837
russian,52,1,Истерика из-за оценки по мнению родителей девочки были бурными,SG-SG-PL,SG,SG,PL,gpt2,1.2605553,0.20276126768168565
russian,52,1,Истерика из-за оценок по мнению родителей девочки была бурной,SG-PL-SG,SG,PL,SG,gpt2,1.1943363,0.27221110188015585
russian,52,1,Истерика из-за оценок по мнению родителей девочки были бурными,SG-PL-PL,SG,PL,PL,gpt2,1.2583705,0.20768217048423954
russian,52,1,Истерики из-за оценки по мнению родителей девочки была бурной,PL-SG-SG,PL,SG,SG,gpt2,1.2675577,0.23792948698938104
russian,52,1,Истерики из-за оценки по мнению родителей девочки были бурными,PL-SG-PL,PL,SG,PL,gpt2,1.1744691,0.21647997773279565
russian,52,1,Истерики из-за оценок по мнению родителей девочки была бурной,PL-PL-SG,PL,PL,SG,gpt2,1.2627465,0.2415580373084046
russian,52,1,Истерики из-за оценок по мнению родителей девочки были бурными,PL-PL-PL,PL,PL,PL,gpt2,1.1738676,0.2168023211706281
russian,53,1,Камень для ограды с лучшей итальянской каменоломни был завезён,SG-SG-SG,SG,SG,SG,gpt2,1.2023144,0.22725229441671102
russian,53,1,Камень для ограды с лучшей итальянской каменоломни были завезены,SG-SG-PL,SG,SG,PL,gpt2,1.3381119,0.15657239882001533
russian,53,1,Камень для оград с лучшей итальянской каменоломни был завезён,SG-PL-SG,SG,PL,SG,gpt2,1.2040865,0.22342596287906735
russian,53,1,Камень для оград с лучшей итальянской каменоломни были завезены,SG-PL-PL,SG,PL,PL,gpt2,1.308699,0.18490706641356092
russian,53,1,Камни для ограды с лучшей итальянской каменоломни был завезён,PL-SG-SG,PL,SG,SG,gpt2,1.1963418,0.22988707162894928
russian,53,1,Камни для ограды с лучшей итальянской каменоломни были завезены,PL-SG-PL,PL,SG,PL,gpt2,1.338017,0.15909174552865132
russian,53,1,Камни для оград с лучшей итальянской каменоломни был завезён,PL-PL-SG,PL,PL,SG,gpt2,1.202964,0.22061534817699593
russian,53,1,Камни для оград с лучшей итальянской каменоломни были завезены,PL-PL-PL,PL,PL,PL,gpt2,1.3028945,0.18405159718712982
russian,54,1,Кирпич для дачи со склада бракованной продукции был привезён,SG-SG-SG,SG,SG,SG,gpt2,1.1663929,0.26017280140503485
russian,54,1,Кирпич для дачи со склада бракованной продукции были привезены,SG-SG-PL,SG,SG,PL,gpt2,1.2145197,0.19508105772638906
russian,54,1,Кирпич для дач со склада бракованной продукции был привезён,SG-PL-SG,SG,PL,SG,gpt2,1.157397,0.23029330276644908
russian,54,1,Кирпич для дач со склада бракованной продукции были привезены,SG-PL-PL,SG,PL,PL,gpt2,1.1778742,0.20071540193854337
russian,54,1,Кирпичи для дачи со склада бракованной продукции был привезён,PL-SG-SG,PL,SG,SG,gpt2,1.1866255,0.27536536744250384
russian,54,1,Кирпичи для дачи со склада бракованной продукции были привезены,PL-SG-PL,PL,SG,PL,gpt2,1.1799809,0.26764115908145714
russian,54,1,Кирпичи для дач со склада бракованной продукции был привезён,PL-PL-SG,PL,PL,SG,gpt2,1.2022057,0.24045294166496856
russian,54,1,Кирпичи для дач со склада бракованной продукции были привезены,PL-PL-PL,PL,PL,PL,gpt2,1.1602618,0.2683853431541705
russian,55,1,Ключ от шкатулки из-за высокой влажности воздуха был ржавым,SG-SG-SG,SG,SG,SG,gpt2,1.1473618,0.30655509835364037
russian,55,1,Ключ от шкатулки из-за высокой влажности воздуха были ржавыми,SG-SG-PL,SG,SG,PL,gpt2,1.2276249,0.23874117126628827
russian,55,1,Ключ от шкатулок из-за высокой влажности воздуха был ржавым,SG-PL-SG,SG,PL,SG,gpt2,1.1564622,0.3255603585473783
russian,55,1,Ключ от шкатулок из-за высокой влажности воздуха были ржавыми,SG-PL-PL,SG,PL,PL,gpt2,1.2022654,0.28193766406325077
russian,55,1,Ключи от шкатулки из-за высокой влажности воздуха был ржавым,PL-SG-SG,PL,SG,SG,gpt2,1.1259334,0.30481614623220954
russian,55,1,Ключи от шкатулки из-за высокой влажности воздуха были ржавыми,PL-SG-PL,PL,SG,PL,gpt2,1.129229,0.2965466589950032
russian,55,1,Ключи от шкатулок из-за высокой влажности воздуха был ржавым,PL-PL-SG,PL,PL,SG,gpt2,1.1021137,0.3282994531951612
russian,55,1,Ключи от шкатулок из-за высокой влажности воздуха были ржавыми,PL-PL-PL,PL,PL,PL,gpt2,1.1209476,0.32840796628766816
russian,56,1,Комната для вечеринки из-за малого количества мебели была просторной,SG-SG-SG,SG,SG,SG,gpt2,1.1068068,0.3163051771557854
russian,56,1,Комната для вечеринки из-за малого количества мебели были просторными,SG-SG-PL,SG,SG,PL,gpt2,1.2057333,0.28038799390300895
russian,56,1,Комната для вечеринок из-за малого количества мебели была просторной,SG-PL-SG,SG,PL,SG,gpt2,1.1018181,0.31021097899805955
russian,56,1,Комната для вечеринок из-за малого количества мебели были просторными,SG-PL-PL,SG,PL,PL,gpt2,1.1644579,0.2979504551347606
russian,56,1,Комнаты для вечеринки из-за малого количества мебели была просторной,PL-SG-SG,PL,SG,SG,gpt2,1.2730552,0.2922619858833421
russian,56,1,Комнаты для вечеринки из-за малого количества мебели были просторными,PL-SG-PL,PL,SG,PL,gpt2,1.1865934,0.29276526097123745
russian,56,1,Комнаты для вечеринок из-за малого количества мебели была просторной,PL-PL-SG,PL,PL,SG,gpt2,1.2745105,0.2828036285334847
russian,56,1,Комнаты для вечеринок из-за малого количества мебели были просторными,PL-PL-PL,PL,PL,PL,gpt2,1.1772099,0.299567574443099
russian,57,1,Кондиционер для помещения из-за ошибки заводских сборщиков был неисправен,SG-SG-SG,SG,SG,SG,gpt2,1.3627343,0.2794114125687727
russian,57,1,Кондиционер для помещения из-за ошибки заводских сборщиков были неисправны,SG-SG-PL,SG,SG,PL,gpt2,1.4235346,0.24002218794441
russian,57,1,Кондиционер для помещений из-за ошибки заводских сборщиков был неисправен,SG-PL-SG,SG,PL,SG,gpt2,1.3818676,0.27162833596193275
russian,57,1,Кондиционер для помещений из-за ошибки заводских сборщиков были неисправны,SG-PL-PL,SG,PL,PL,gpt2,1.430783,0.23511870995100148
russian,57,1,Кондиционеры для помещения из-за ошибки заводских сборщиков был неисправен,PL-SG-SG,PL,SG,SG,gpt2,1.3537705,0.2353787533334184
russian,57,1,Кондиционеры для помещения из-за ошибки заводских сборщиков были неисправны,PL-SG-PL,PL,SG,PL,gpt2,1.272413,0.27969968123466393
russian,57,1,Кондиционеры для помещений из-за ошибки заводских сборщиков был неисправен,PL-PL-SG,PL,PL,SG,gpt2,1.3651409,0.22465778111260148
russian,57,1,Кондиционеры для помещений из-за ошибки заводских сборщиков были неисправны,PL-PL-PL,PL,PL,PL,gpt2,1.295218,0.2775913346640755
russian,58,1,Коробка для краски из-за экологических убеждений производителя была картонной,SG-SG-SG,SG,SG,SG,gpt2,1.1903483,0.26561609656325286
russian,58,1,Коробка для краски из-за экологических убеждений производителя были картонными,SG-SG-PL,SG,SG,PL,gpt2,1.3012745,0.2303027980553199
russian,58,1,Коробка для красок из-за экологических убеждений производителя была картонной,SG-PL-SG,SG,PL,SG,gpt2,1.188418,0.26649973881490463
russian,58,1,Коробка для красок из-за экологических убеждений производителя были картонными,SG-PL-PL,SG,PL,PL,gpt2,1.2955006,0.23199163737682382
russian,58,1,Коробки для краски из-за экологических убеждений производителя была картонной,PL-SG-SG,PL,SG,SG,gpt2,1.2092113,0.2679133402305451
russian,58,1,Коробки для краски из-за экологических убеждений производителя были картонными,PL-SG-PL,PL,SG,PL,gpt2,1.2564076,0.2470968178929905
russian,58,1,Коробки для красок из-за экологических убеждений производителя была картонной,PL-PL-SG,PL,PL,SG,gpt2,1.202925,0.2715052920965499
russian,58,1,Коробки для красок из-за экологических убеждений производителя были картонными,PL-PL-PL,PL,PL,PL,gpt2,1.2591358,0.24525984151360997
russian,59,1,Лекарство от болезни для отдельных категорий граждан было доступным,SG-SG-SG,SG,SG,SG,gpt2,1.2323374,0.29154480215955375
russian,59,1,Лекарство от болезни для отдельных категорий граждан были доступными,SG-SG-PL,SG,SG,PL,gpt2,1.3643808,0.24007461485968823
russian,59,1,Лекарство от болезней для отдельных категорий граждан было доступным,SG-PL-SG,SG,PL,SG,gpt2,1.245239,0.30568602554291147
russian,59,1,Лекарство от болезней для отдельных категорий граждан были доступными,SG-PL-PL,SG,PL,PL,gpt2,1.351456,0.26742011907689706
russian,59,1,Лекарства от болезни для отдельных категорий граждан было доступным,PL-SG-SG,PL,SG,SG,gpt2,1.3415935,0.2798057744565
russian,59,1,Лекарства от болезни для отдельных категорий граждан были доступными,PL-SG-PL,PL,SG,PL,gpt2,1.2987965,0.26201644072226404
russian,59,1,Лекарства от болезней для отдельных категорий граждан было доступным,PL-PL-SG,PL,PL,SG,gpt2,1.3320504,0.2964856980648207
russian,59,1,Лекарства от болезней для отдельных категорий граждан были доступными,PL-PL-PL,PL,PL,PL,gpt2,1.3101689,0.2737331554303973
russian,60,1,Лимузин для свадьбы с яркими розовыми бантами был белым,SG-SG-SG,SG,SG,SG,gpt2,1.1841345,0.30668926804370855
russian,60,1,Лимузин для свадьбы с яркими розовыми бантами были белыми,SG-SG-PL,SG,SG,PL,gpt2,1.2439842,0.2138270816935261
russian,60,1,Лимузин для свадеб с яркими розовыми бантами был белым,SG-PL-SG,SG,PL,SG,gpt2,1.1864078,0.30763257909514113
russian,60,1,Лимузин для свадеб с яркими розовыми бантами были белыми,SG-PL-PL,SG,PL,PL,gpt2,1.2303592,0.228473679460711
russian,60,1,Лимузины для свадьбы с яркими розовыми бантами был белым,PL-SG-SG,PL,SG,SG,gpt2,1.156458,0.26541145807937233
russian,60,1,Лимузины для свадьбы с яркими розовыми бантами были белыми,PL-SG-PL,PL,SG,PL,gpt2,1.2836485,0.23257200784386917
russian,60,1,Лимузины для свадеб с яркими розовыми бантами был белым,PL-PL-SG,PL,PL,SG,gpt2,1.1476452,0.2739966504652656
russian,60,1,Лимузины для свадеб с яркими розовыми бантами были белыми,PL-PL-PL,PL,PL,PL,gpt2,1.2557323,0.2497373854351597
russian,61,1,Лозунг из листовки с целью привлечения внимания был придуман,SG-SG-SG,SG,SG,SG,gpt2,1.1624188,0.23804628135460687
russian,61,1,Лозунг из листовки с целью привлечения внимания были придуманы,SG-SG-PL,SG,SG,PL,gpt2,1.2324374,0.1755094692995452
russian,61,1,Лозунг из листовок с целью привлечения внимания был придуман,SG-PL-SG,SG,PL,SG,gpt2,1.1557766,0.23907007746636638
russian,61,1,Лозунг из листовок с целью привлечения внимания были придуманы,SG-PL-PL,SG,PL,PL,gpt2,1.2033819,0.19015736944236916
russian,61,1,Лозунги из листовки с целью привлечения внимания был придуман,PL-SG-SG,PL,SG,SG,gpt2,1.0998069,0.25187028432799924
russian,61,1,Лозунги из листовки с целью привлечения внимания были придуманы,PL-SG-PL,PL,SG,PL,gpt2,1.1923048,0.22203960799872713
russian,61,1,Лозунги из листовок с целью привлечения внимания был придуман,PL-PL-SG,PL,PL,SG,gpt2,1.0941035,0.2530395339362606
russian,61,1,Лозунги из листовок с целью привлечения внимания были придуманы,PL-PL-PL,PL,PL,PL,gpt2,1.1668742,0.23333559919303407
russian,62,1,Массовка для съёмки из числа местных студентов была набрана,SG-SG-SG,SG,SG,SG,gpt2,1.160161,0.32302790656051383
russian,62,1,Массовка для съёмки из числа местных студентов были набраны,SG-SG-PL,SG,SG,PL,gpt2,1.316819,0.26864212531348886
russian,62,1,Массовка для съёмок из числа местных студентов была набрана,SG-PL-SG,SG,PL,SG,gpt2,1.1513591,0.3349642043429039
russian,62,1,Массовка для съёмок из числа местных студентов были набраны,SG-PL-PL,SG,PL,PL,gpt2,1.2918099,0.2892559389542182
russian,62,1,Массовки для съёмки из числа местных студентов была набрана,PL-SG-SG,PL,SG,SG,gpt2,1.2487749,0.34602009426211444
russian,62,1,Массовки для съёмки из числа местных студентов были набраны,PL-SG-PL,PL,SG,PL,gpt2,1.2014987,0.31960179772350816
russian,62,1,Массовки для съёмок из числа местных студентов была набрана,PL-PL-SG,PL,PL,SG,gpt2,1.2346696,0.35835382797530463
russian,62,1,Массовки для съёмок из числа местных студентов были набраны,PL-PL-PL,PL,PL,PL,gpt2,1.1817033,0.33465516624388875
russian,63,1,Материал для крыши из-за нарушения режима хранения был бракованным,SG-SG-SG,SG,SG,SG,gpt2,1.0708152,0.2602327874562564
russian,63,1,Материал для крыши из-за нарушения режима хранения были бракованными,SG-SG-PL,SG,SG,PL,gpt2,1.1783803,0.2528337374629035
russian,63,1,Материал для крыш из-за нарушения режима хранения был бракованным,SG-PL-SG,SG,PL,SG,gpt2,1.0752642,0.2587416245062535
russian,63,1,Материал для крыш из-за нарушения режима хранения были бракованными,SG-PL-PL,SG,PL,PL,gpt2,1.173219,0.26226444978373076
